likes,cleaned_text
850,thanks for this award i love games that are actually just movies nihilism and depression and bashing peoples heads in with golf clubs i cant wait to base my next game off of the israelhamas war fuck jak and daxter
25901,this is the image that israel has been seeking for 60 days the arrest of dozens of palestinian civilians under the claim that they are members of hamas a victory claimed by netanyahu if you were able arrest all of these civilians then where are the hostages a strategic failure the israeli army achieved only one goal to inflict the maximum number of civilian and palestinian child casualties in gaza
1496,breaking idf admits todays mass arrests are not necessarily hamas in a statement the idf spokesman states that the idf arrested palestinians who may not be part of hamas as they were in hamas hotspots the detainees will be interrogated to investigate who is and isnt linked to hamas full statement by idf spokesman rear adm daniel hagari jabaliya and shejaiya are centers of gravity for terrorists and we are fighting them they are hiding underground and come out and we fight them whoever is left in those areas they come out from tunnel shafts and some from buildings and we investigate who is linked to hamas and who isnt we arrest them all and interrogate them source times of israel
1527,kibbutz beeri was one of the communities most devastated by hamass oct 7 massacre terrorists murdered 10 of the community and took many others hostage they set peoples homes on fire looted and destroyed everything in sight today idf soldiers lit hannukah candles in the window of a destroyed home bit by bit we will restore the light
6002,my time person of the year kfir bibas 10 months old kidnapped by palestinian terrorists hamas 710
5479,urban warfare is hamas barbaric game watch to see armed hamas terrorists fortify themselves in civilian buildings in gaza from their own body camera
96,iran will continue to support hamas islamic jihad and all the palestinian resistance groups both inside palestine and abroad the only solution is to end ethnic supremacism and apartheid across palestine zionists must be defeated or sent back home to europe gazaholocaust
754,council on americanislamic relations chief cheers october 7th hamas massacre i was happy to see people breaking the siege and walk free into their land president why again did you make cair an official part of your national strategy to counter antisemitism
0,were on the same page with that i also want to see palestinians get a chance at human rights i think our disagreement is that i see hamas as the biggest obstacle and israel as the only way to eliminate them you just kind of have this vague idea that things are wrong
3641,lies these are civilian men being rounded up in beit lahia not hamas fighters in khan younis
27521,one of the men arrested in this video is our colleague alaraby correspondent diaa kahlot along with his family who are most definitely not members of hamas he and other captives were stripped naked in the street and taken to an unknown location journalism is not a crime
0,is this your mentor you diluted hamas apologist
9276,you thought and have hit rock bottom yesterday held an event celebrating hamas massacre the speakers praised hamas october 7th counteroffensive as a heroic action showing creativity and determination
12573,israels public broadcasting corporation admits those are not hamas militants its random men teenagers detained arbitrarily without charges trial or legal counsel to check if some of them are hamas terrorists meaning civilians are presumed guilty until proven innocent
54081,breaking confirmed israel capture innocent civilians and not hamas as journalist is also captured diaa alkahlot a well known journalist is among those that have been taken hostage his relatives are also almost among those captured source
2557,sinwar the leader of hamas terrorists in gaza you bastard sinwar hides beneath the ground along with the rest of the scumbags this is the voice of a gazannot from israel speaking to a local radio station this wont be published anywhere
0,these were terrorists who came from underground tunnels when they were flooded they surrendered just because someone posed as anjournalist doesnt stop him from being complicit remember it was proven journalists were with hamas on october 7th
488,i salute your level of lies and level of your shame while telling lies they are civilians idf cant fight with hamas
19277,these are civilians pulled out of a refugee camp not hamas hamas is hiding in tunnels and armed unlike these people
10419,hamas official osama hamdan netanyahu failed to achieve any goal after 2 months of usbacked genocide
11288,another good day for the idf hamas will soon have lost control of all parts of gaza
322,happening now thursday afternoon dozens of propalestine activists hijacked gerberding hall in red square which houses the presidents office theyre demanding an immediate ceasefire to the israelhamas war they also want the university of washington to cut ties with israel and local defense company boeing no one is being allowed into the building at the same time the campus cops are not actively trying to remove them instead the demonstrators have been warned to vacate the building by 5pm or else showdown looming btw most of these folks are not students theyre the same farleft activists pushing their commiemarxistsocialist agenda and fueling all the recent propalestine protests on campus and in downtown seattle some of them are also with stop the sweeps seattle a radical activist group undercutting mayor bruce harrells plan to address homelessness in the city these folks are all part of a well orchestrated seattle protest network they spotted me right away so i took off didnt want to deal with the headache i have other stories to cover today seattle israel palestine hamas terrorism war
18293,sickening the israeli forces are rounding up palestinian civilians and stripping them naked to humiliate them and probably mass execute some of them isisstyle those men are not hamas israel is lying to get a sense of victory after butchering babies
0,ahistorical morons think hamas are some kind of freedom fighters they are terrorists dictators and islamofascists of the worst kind this article compares israel and hamas
5,omg isrealis are so desperate to show the world they are winning they kidnap a bunch of random men torture and shoot them hitler style the men have nothing to do with hamas i am so saddened by this and angry
15080,12 rockets fired by hamas from a un humanitarian site in gaza you there where is your condemnation
17,what do we know about hamas interviewed covering topics such as the groups strategic shift leadership comparisons with isis interactions with external entities and potential future developments read the full interview
0,call on hamas to release the hostages and ceasefire start there at your press conference pretending to have empathy israel will continue until hamas is eliminated and all hostages are free happy hanukkah
0,hamas and their actors should get an oscar for best acting directing and decorations
135,breaking confirmed israel capture innocent civilians and not hamas as journalist is also captured diaa alkahlot a well known journalist is among those that have been taken hostage his relatives are also almost among those captured source gaza_genocide gaza
0,you would favor your child molesting and rapist friends in hamas sad you prefer the animals over people
10044,the idf is claiming these are hamas fighters pulled from tunnels that is not true this was a civilian who stayed behind to care for his disabled daughter and elderly mother who is caring for them now
2567,i havent been able to wrap my mind around this new low from the idf and zionist propagandist stripping people and parading them in the streets celebrating this debased fascist act while people say thats a journalist thats my family thats not hamas i cant fathom it
5223,this is real courage criticising hamas live on tv from within gaza for stealing aid from palestinians this is what a free palestinian looks like
3475,this is unbelievably horrific according to doctors who treated those released hamas drugged hostages with tranquillisers to make them look happy some released hostages were also in neardeath condition others developed severe conditions such as heart problems and strokes from being captivity they cant even begin the recovery process because their families are still being held by hamas
0,bowman should be charged with the same charges as jan 6 defendants for interfering with a congressional proceeding equal application of the law you insidious genocidal hamas nazi
2377,abdel aziz rantisi a senior terrorist operative from hamas military intelligence unit responsible for field intelligence in the gaza strip and participated in the planning of the october 7th massacre ahmed aiush a terrorist operative from hamas carrara battalion observation unit responsible for compiling field intelligence from across the gaza strip eliminated eliminated
36,making posted it again award stickers to hang on those kidnapped by hamas atrocity propoganda posters
0,is prof refaat also hamas he has been assassinated by israel
0,we all know you are pro hamas spreading propaganda because you are anti semites george soros self hating jew is your backer he sold his soul to hamas a long time ago
0,no mention of the countless jewish woman that were raped by hamas youre a disgraced to this city and i cant wait till youre unseated
428,they are not hamas fighters they are palestinian civilians who were abducted by israelis from shelters and they are being prepared for mass execution
251,kenya is set to send 1500 farm workers to israel becoming the second african country to do so after malawi more than 10000 migrant farm workers mostly from thailand have left israel since the start of the war with hamas in october
14733,poor mother this is israel targeting hamas
63,ever since the beginning of the israelhamas indian muslims social media influencers have weaponized disinformation to spearhead the antiisraeli propaganda campaign on social media my analysis via
2671,breaking israeli hostages return from hamas and say it was like a vacation being with hamas was like being on a holiday they clearly treated them well compare that to the abuse suffered by the palestinian hostages in israeli captivity
7312,itay and maya regev who were kidnapped by hamas and are now recovering in israel endured horrific levels of torture and abuse itay who was shot in the hip said hamas operated him while he was in full conscious as form of abuse his sister mia who was shot in her leg had her feet operated on and reconnected upside down by the terror group in the israeli hospitals the medical team has revered the damaged hamas sadistic terrorists caused them
1,i dont advocate for killing random people but i do advocate for killing hamas and supporters of hamas actions israel has the right to protect itself from terrorism israel is trying harder than any country has to avoid civilian death
7818,this tiktoker wants to be a hostage in gaza because video showed the released hostages smiling and shaking hands with hamas reports show hamas drugged the hostages so they would appear calm a doctor reported many hostages were sexually abused video shows hamas commanding the hostages to wave and smile other hostages report intense beatings and very little food imagine falling this hard for hamas propaganda
0,murder sure hamas proudly did that rape how dare you accuse them
0,once hamas unconditionally surrenders then a ceasefire may be on the table
471,never forget this is why we are in gaza right now hamas started this war murdered 1400 innocent people and kidnapped over two hundred more to gaza for the sake of future peace hamas must be destroyed the international community should call on hamas to surrender and release all hostages immediately
2316,sarah reeves who was filmed ripping down posters of israelis kidnapped by hamas and employed as a research assistant law is no longer listed in the employee directory
0,its all on israel no one says hamas should surrender it is incredible reason for optimism not to speak is to speak
2453,since a friend who has nothing to do with hamas has reported that his 13 year old nephew brother father have all been kidnapped by the israeli military in gaza this is likely the mass arrest of random palestinian civilian men and boys under the guise of a surrender
0,on this day that still lives in infamy we must recall our insistence on unconditional surrender as our mission in ww ii israel is in the same position today the only option for them is total destruction of hamas without condition
12684,hamas terrorists you have nowhere to hide above ground or below
7708,israeli accounts are trying to spin the images of mass detention of gazan civilians as hamas militants though cant agree on the location known journalists were identified among those detained in the jabalia refugee camp idf is posting this cruelty as a victory image
0,hamas journalists in gaza there is nothing like capturing journalists hamasisisis
15468,breaking refaat alareer was killed in a strike today this was his response to reports of a baby being baked in an oven by hamas
3613,cant beat hamas so you punish the civilians brave idf cowards
0,because hamas dors not release captives and surrender simple
20393,this was the kedem family from nir oz this entire family were murdered by hamas on oct 7th tamar yonatan and their 3 young children shachar arbil and omar in a final text message to their worried friends tamar said hi guys we got into the shelter in our house were all going okay moments later hamas stormed in their home entered their safe room and shot them all dead source daily mirror
3131,jordan vaughan an organizer for philly palestine coalition led several rallies praising hamas war crimes on twitter he posted a photo of israeli shani louk who was brutally killed by hamas wrote glad hamas killed this btch cause whats that
0,so israel cant defeat hamas
4812,today i spoke with prime minister netanyahu to express my concern for the remaining hostages and to note that it was hamass refusal to release women civilian hostages that broke down the humanitarian pause we will continue to pursue every opportunity to free them
13762,israel are lying again israel have been caught taking innocent civilians hostage they claim they captured hamas members when in reality they are kidnapping civilians and journalists well known journalist diaa alkahlot is among those that are captured its been reported that his cousins and relatives are almost among them we pray for their safety
77949,bill cosby joins hamas so feminists will stop condemning him for rape
1393,when prisoners surrender some unofficial reports hamas surrendered out of tunnels or are captured they are immediately searched many militaries have internal processes in the us military it is to search silence segregate speed to the rear for processing safeguard
3,look at this video their smiles now you understand the difference between how hamas and the iof treat hostagesprisoners they call it propaganda and that they were forced to smile yet at the same time they refuse to interview ever since that old woman was interviewed
0,you keep posting fake news wasnt this man shot by hamas hamas has been killing palestinians trying to find safety
2495,together with a group of arabs i watched the 47minute long video of hamas murdering civilians heres what they thought
891,israel is now using sophisticated technology to target and kill leading gazan academics authors historians poets artists journalists teachers these are not hamas leaders this is cultural genocide the world must intervene to stop this brutal crime against humanity
206,hamas is the only entity using rape and sexual violence as an act of war why is that so hard to condemn
0,no hamas combattant would want to be taken alive with those zionist pigs who might use the same us torture techniques better die fighting as a free man than live the life of a slave those captured are not even combattants they are regular family men civilians
24164,after israel flooding several hamas tunnels they had to go above ground and there they were no match for the idf who captured several hundred suspected hamas members today israels ground invasion is now really picking up pace
0,we have the names they dont even have proof those are hamas they just make up lies
0,fantastic job israel kill every single hamas till you get your citizens back
3340,so idf capturing civilians and posing as they captured hamas
574,if youre crying for hamas terrorists being arrested but dismissed israeli women and children being slaughtered you might be a nazi
56,update iran international irans foreign minister hossein amirabdollahian says hamas has so far responded well to the israeli aggression but the coming days will be extremely frightening for israel
3093,hamas seeks pakistans help against israel hamas leader ismail haniyeh called pakistan brave and land of mujahideen brave 93000 pakistani soldiers surrendered in 1971 the worlds largest surrender in terms of number of personnel since world war ii hmmm this is bravery
0,as it turns out they are hamas wearing civilian clothing
0,no one is being executed these soldiers arent hamas
279,10 men were kidnapped from one family in the viral hamas roundup posts the idf disgustingly advertised today did they think palestinians wont recognise their loved ones
1941,breaking among the civilian detainees photographed by the israeli army is the journalist diaa alkahlot bureau chief of alarabi aljadeed newspaper in gaza who appears in this photo these are not hamas people these are civilians and journalists who did not participate in the fighting at all
0,nstworld the united arab emirates has asked for the un security council to vote friday morning on a draft resolution that demands an immediate humanitarian ceasefire in the war between israel and hamas in the gaza strip diplomats said
821,alqassam hamas qassam fighters engaged with an infantry patrol unit consisting of 6 zionist soldiers causing casualties among them and we seized an israeli robot they had in the eastern axis of khan younis
1,why the hamas leaders live in luxury
1662,listen to the heartbreaking testimony of noam who survived the massacre by hamas terrorists at a party two months ago listen and ask yourself how the womens organizations in the world are silent how do major universities in the world look for the context and how are there people in the world who still support hamas and call this terrorism legitimate resistance
13562,this is israeli kid ido avigal he was 5 years old when he was killed in 2021 in his house in sderot during a major hamas rockets barrage hamas killed ido but today the palestinian delegation presented an exhibition which included ido as a palestinian child supposedly killed by israel in gaza this is despicable we call on to immediately remove this exhibition which spreads misinformation and is part of a propaganda campaign
0,hamas wearing sandals these are definitely civilians
739,two months ago we witnessed horrific acts of gruesome violence against innocent women by hamas on october 7th the world has been largely silent today the unitedagainstrape campaign seeks to speak for all the victims who cant join us in calling on world leaders and womens organizations everywhere to speak out against injustice against women share this post
735,footage of captured hamas fighters looks like a gay pride parade these are the lions of palestine hamas gaza
0,hes amazing and has principles unlike people supporting hamas raping innocent women and currently holding hostages which you seemingly care nothing about
161,her husband was killed in the war and she cries because she cant find food for her children she blames hamas for dragging gazas people into the war the people of gaza are dying of hunger and on the brink of a genuine humanitarian catastrophe
6146,since there has been a sudden burst of experts on the handling of prisoners of war here is what i see from the photos of the and hamas prisoners of war in gaza
0,great so papi point out the hamas we can end this right now and no more innocent civilians would die you know unless you want that war over just like that
2683,the grandmother of amelia aloni and twins emma and yuli cunio three former child hostages of hamas shared this photo and wrote i waited 50 days for this photo i received a hannukah miracle
2221,israel captured a large number of hamas terrorists today look at the timeline of the anti israel activists all trying to pretend the hamas terrorists are civilians this is what it has been about from day one they are liars propagandists here to protect terrorists
0,there is nothing more ironic than wishing people a happy chanukah or celebrating chanukah while calling forsupporting the destruction of israel and supporting hamas terrorists
0,please dont bomb my hometown in france we have the same whole nearby our home but i promise there are no hamas members there
261,bc of hamass recklessness palestinian self determination now must preclude any all armed resistance its is the basis for all pain suffering that must be finished forever or gaza will become a template on how it will end
8560,dont think for a minute that the same regime that has killed over 60 journalists in gaza while spreading propaganda about how they are hamas did not purposely target and kill the most prolific conveyor of the situation in gaza to englishspeakers
6872,maryland we are disgusted to learn that ag anthony brown l has reinstated zainab chaudry r to her position on the states hate crime task force despite chaudrys troubling denial of the heinous acts committed by hamas terrorists on october 7th where innocent jewish babies were slaughtered the reinstatement raises serious concerns about the integrity of the hate crime task force and the commitment to addressing all forms of hate without bias i will never be able to understand how the world summoned up rage for 40 fake israeli babies while completely turning a blind eye to 3000 real palestinian babies zainab chaudry
0,hamas fighters surrendering
0,to stop hamas just needs to surrender
664,hamas can surrender whenever they want the fighting to stop
3,israelis are burning after seeing the hamas video reading the comments is like music to my ears check my message underneath for more comments
12536,36 years of terrorism rejection of peace and incitement of violence by hamas hamas proved once and for all that if we do not stop them now next time would be worse
9813,weve seen horrific reports of sexual assault by hamas on october 7th it is reprehensible and must be condemned rape can never be used as a weapon of war ive spent my career protecting women and girls from heinous crimes of sexual violence and will continue to do so
2414,1 rhb research has issued a note advising investors to sell shares of berjaya food which operates the starbucks franchise in malaysia rhb says the starbucks boycott could last longer than initially expected if there is no nearterm resolution to the israelhamas conflict
0,so why ceasefire come and join the revolution globalize the intifada shoot a synagogue or something dont stay still join hamas in gaza for all we care
0,remember hamas travel in these ambulances
60,in search of hamas they are actually doing this
13045,this is a call to the world these innocent young men were severely abused and kidnapped from the nova music festival on october 7th by hamas hamas terrorists filmed them in captivity handcuffed you can clearly see that they are hurt and scared the red cross is obliged by international law to check their condition human rights organizations around the world did not lift a finger for them they are kidnapped jews in gaza and it is a holocaust if you look away this holocaust will one day knock on your door too kidnapped october7massacre hamasmassacre hamasterrorists hamasislsis
0,new technique of stripping palestinians claiming surrender of hamas but world eats grains not grass
0,give back the hostages surrender hamas war will stop
3716,hamas is holding 138 hostages 20 are women 2 are children 10 are over the age of 75 11 are foreign nationals 0 have been seen by the red cross
2657,in the realm of reality and logic hamas boasts 50000 members including married individuals with children they compel their families to endure battles with them while others adopt the guise of journalists on al jazeera and various channels indeed these individuals are hamas members in gaza some terrorists dont merely wield guns they masquerade as civilians or journalists shedding their distinctive attire and masks hamasislsis israel gaza
12670,israeli perverts are literally documenting their sexual fetishes of arab women while western outlets are reporting on alleged mass rape by hamas without even one first hand testimony and sources from people who are tied to the israeli gov theres no way this is our reality
2046,imbeciles biden and blinken supplying hamas nazis
4524,this striking image marks humanitys triumph over terrorists resonating with historic victories like the battle of stalingrad lets cheer for the capture of those rapists cowardly terrorists and hamas militants in gaza keep them exposed and vulnerable for you cant trust those who hide weapons or may selfdestruct beware of those who use their own family as shields lurking in tunnels like rats stay sharp as hamas deploys socalled journalists as spies glamorizing their terrorism much like the narratives spun by al jazeera and alarabi aljadeed they recruit children as soldiers and involve civilians in the theft of humanitarian aid a playbook straight out of the isis saga in iraq and syria working with hamas doesnt make you a journalist or a civilian it makes you complicit in evil camouflaging your filth with a facade dont be fooled by sympathizers trying to sugarcoat hamass heinous acts despite damning video evidence from rape to killing infants its time to unveil the truth and take a stand against terrorism hamas hamasterrorists israel gaza
0,its against my better instincts to dignify this by responding but i wont let bs like this stand facts hamas is sponsored by irgc which gets funds supplying drones used in russias genocide against ukraine by denying support for ukraine gop helps putin irgc and hamas
0,given their history every neighbour will be sceptical about them one thing israel should have done is complete annihilation of the gaza strip after oct 7 massacres we have no sympathy for palestinians or hamas
24485,what a disgusting answer to those 5 babies left to rot literally in alnasr hospital fact which he doesnt dispute but justifies by saying that hamas should stop hiding its fighters in hospitals and he says this with a smirk on his face in this particular case that hospital was forcibly evacuated by the idf and those newborn babies who depended on incubators couldnt be moved you can find several videos of that hospitals doctors pleading publicly with the idf and international organizations to take care of the babies at the time they were forced to evacuate you can even find the testimony of a doctor saying the idf had assured him the babies would be taken care of but when a journalist made his way back to the hospital a couple of weeks afterwards during the truce he found the babies bodies decomposing still attached to their ventilators even if one buys into the hamas fighters in hospitals narrative this cannot be a justification to let newborn babies die the hospital was entirely emptied except for those babies which everyone was made aware of again search for the statements by the doctors when they were forced to evacuate whats the argument here that because that hospital may at some point been harboring some hamas fighters those babies were therefore somehow tainted and deserved to die one can see how ridiculous an argument this is and also its now crystal clear this whole hamas hiding in hospitals narrative was just an excuse the entire north of gaza was evacuated the whole place so its painfully obvious that hospitals were evacuated as part of this which makes the statement by the state departments spokesperson even more contemptible these babies didnt die because this particular hospital was a hamas harbor but just because it happened to be located in north gaza
67,breaking bidenharris admin has ended its work with the crafting a national antisemitism strategy after one of cairs top executives declared he was happy to witness hamas terror attack against israel on oct 7 via
784,as an abortion fund worker i think this message is horrifica false equivalence of colonized and colonizer the cowardice of war against hamas has killed the mention of sa by hamas and not the history of sa by the iof perpetuating the brown people are sexual savages idea
0,have hamas return the hostages and lau down arms they could have done this on day 1 but they havent
0,wh national security guy says much of not most of hamas leadership is intact if the goal isnt civilian slaughter this war is a huge failure 17000 dead hamas still intact now getting lots of grieving starving recruits
2134,lets talk about the alleged 16000 palestinian casualties since the 7th of october 1 the palestinian ministry of health provides those numbers and it is controlled by hamas 2 hamas is a terrorist organization so please dont be an idiot and take their word for it 3 dont you find it strange that of the alleged 16000 none are combatants wow hamas is so strong that the idf couldnt kill any of them 4 when you hear in reports that kids were killed take into consideration that anyone below 18 is considered a kid and hamas actively recruits children especially 1417 year olds 5 according to multiple sources the idf managed to eliminate between 50006000 hamas terrorists 6 only 2 civilians killed for every hamas militant this is an unbelievable ratio given combat challenges 7 just for reference in the afghanistan war 432000 civilians were killed and approximately 38000 terrorists this is 112 ratio 8 current estimated ratio in gaza is 13 lets sum it up yes hamas lies duh its a terrorist organization yes there are terrorists under 18 who are recruited as kids yes israels ratio is better than the average in the world youre welcome
2722,guterres tenure is a danger to world peace his request to activate article 99 and the call for a cease fire in gaza constitutes support of the hamas terrorist organization and an endorsement of the murder of the elderly the abduction of babies and the rape of women anyone who supports world peace must support the liberation of gaza from hamas
0,just pointing out facts sorry if youre offended but reality isnt that difficult to understand they are sitting on sand outside of the dense dangerous hamasinfested urban area because they are suspected of terrorism
6082,breaking yesterday at 359 pm hamas terrorists fired 12 rockets into israel specifically into the city of beer sheva the launch site of those rockets right in the heart of where israel and others have sent humanitarian aid israel helped gazans temporarily evacuate northern gaza and set up tents for them in the south something no army has ever done in the history of war hamas as hamas does used that specific area to fire rockets right next to those tents 12 rockets i guess i dont need to tell you why they did that can you imagine the headlines israel evacuates gazans and sends humanitarian aid then proceeds to bomb the area to which they evacuated them that was hamas strategy this is hamas and its time the world understood that and stopped reporting their propaganda like a puppet this is yet another sick immoral tactic hamas used to kill innocent civilians this time their own
1,138 people still being held in case anyone forgot while arguing about how much aid should be allowed into gaza israel hostages hamas
0,hamas killed him on october 7th
9201,the process of interogating hamas captives might take weeks or months the most reliable method to know everything about hamas and their entire infrustructure the location of their leaders and underground systems flooding the lower levels of the tunnel systems to force hamas to surface is clever however the hostages must be taken into consideration this is why we need more time i hope the un secretery general will swallow his tongue next time he calls for a ceasefire no ceasefire before the total erradication of hamas and the return of all hostages
0,nah we are on the right thing of history cant fool almighty woth your lies enjoy your coffee i will have my coffee and bagels and popcorn while watching hamas get killed and go to hell where they will work as virgins for some horny goats
8412,all i want for hannukah is the demise of hamas the idf confirmed that terrorists are turning themselves in and providing valuable intelligence
0,as soon as hamas surrenders
0,you need to know hamas doctrine b4 u can call for peace hamas doesnt want peace their goal is for the annihilation of all jews and the state of israel their children are taught from birth to hate and to kill jews 4 year olds with kalisnikovs who talk about being martyrs when
6,israeli ambassador is lying through her teeth again hamas prevents press from entering gaza idf wants to protect journalists both are lies journalists are entitled to take risks but israel knows that foreign press free access to gaza is game over for their lies
787,columbia university students discussing how great of a feat the october 7th hamas massacre was seems like they are all very content with the 1000 murdered civilians they also praised mao which makes sense since the evidently like massmurderers
8028,breaking israelis admits todays arrests were not hamas in a statement the israeli spokesman states that israel arrested palestinians who may not be part of hamas as they were in hamas hotspots
0,number can only prove that hamas is weak and ignorant that cannot justify one little bit of their evil
21,exactly we criticized bidens antisemitism report for this and other reasons when it first came out the report literally enlists cair a hamas sympathizer as a partner in combatting antisemitism it seemed ridiculous then its downright criminal now
2678,let me see if i got this right womens rights groups dont care if biological men play sports against women jewish women are raped by hamas trafficked women are being raped at the open southern border pregnant women were forced to take the vaccine or lose their jobs and women had to leave the workforce to stay home with their kids because biden the cdc and randi weingarten kept the schools closed so then what the fuck rights are they defending
0,they are all civilians not hamas
9596,hear a loud noise yesterday that was the sound of 12 hamas rockets launched toward israeli civilians in southern israel hamas is the enemy of humanity and makes itself a threat to the entire world
50382,hillary clinton literally spread lies about mass rape in libya to justify bombing libya into the stone age it is hillary clinton and the neocons who use rape as a weapon of war not hamas
0,id be amazed if hostages are still alive at this point hamas are bargaining with corpses
1368,breaking hamas official press conference the press conference held by the islamic resistance movement hamas this evening thursday 1272023 to keep pace with the developments of the ongoing zionist terrorist aggression against the gaza strip for the 62nd day in a row in the name of god the most gracious the most merciful ladies and gentlemen may the peace blessings and mercy of god be upon you we have mercy on the souls of the martyrs of our righteous people in proud gaza and in the west bank occupied jerusalem and the refugee camps and diaspora we ask god almighty for a speedy recovery for the wounded and sick and we send a greeting of pride and pride to our patient people stationed firmly in the gaza strip from north to south and in its cities and camps steadfast in the face of the zionist war machine in jabalia alshati alnuseirat deir albalah almaghazi albureij khan yunis and rafah to which this wounded child leah alhoubi was forcibly displaced from her home in deir albalah and she was bombed by the nazi occupation and her words remain we must liberate our beloved jerusalem and return to our homeland in the beginning we reassure the masses of our palestinian people our arab and islamic nation and all the free people in the world that your victorious resistance is still leading and managing the chapters of the battle of alaqsa flood on the sixtysecond day with all strength wisdom and ability in which it is writing a heroic epic as it defends its people its land and its sanctity the furthest of them is the blessed one and it infiltrates the enemys nazi army killing its soldiers and officers either dead or wounded or permanently disabled or completely or partially blinded and destroying its military vehicles from a distance of zero rendering them out of service or scattered in pieces or charred by the cowardly murderous soldiers in them of the mercenaries used by this nazi enemy while it was documented that more than 410 zionist military vehicles were completely or partially destroyed since the start of the ground aggression on the gaza strip and dozens of soldiers and officers of the occupation army and brigade commanders were killed and according to the enemys confession 90 soldiers and officers were killed and certainly the real number is many times that the number of enemy wounded exceeds 2000 hundreds of whom were seriously injured our resistance fighters are still valiant in the field and on all fronts they are coming out from under the ground above it and from under the rubble they are destroying its armored vehicles and tanks and killing its soldiers and officers they are documenting this with audio and video these great sacrifices and daily field victories made by our resistors at the forefront of them are the martyr izz aldin alqassam brigades which is a prelude to the great victory god almighty willing and our victorious resistance is ready to continue confronting and confronting the enemy with all strength and courage regardless of the duration and extent of the aggression with more than two months having passed since the genocidal war waged by the occupation against the gaza strip in which it used bombing with all kinds of zionist and american weapons and bombs and practiced a dirty policy through starvation thirst and the destruction of all components of human life during which it received open american and western support at all levels with the continuation of international inaction failure and silence in stopping this barbaric aggressive war which has left to date more than 60000 of our palestinian people in the gaza strip the west bank and occupied jerusalem martyred wounded and missing 1
426,hamas is the second name of bravery
5897,when i say that antisemitism is rising i am bombarded with antisemitic comments when i say that we want all the hostages to be released i am bombarded with antisemitic comments when i say that hamas is a terrorist organization that committed an atrocity on 107 i am bombarded with antisemitic comments when i say that the sexual violence and rape perpetrated by hamas on 107 was a war crime and is appalling i am bombarded with antisemitic comments their hatred doesnt change the fact that these things are all true no matter how hard they try to erase thy truththeyll never intimidate or silence us
836,it is absurd to argue the objective is merely to retaliate against hamas the deliberate targeting and slaughter of civilians is even justified by the rhetoric that there are no innocent palestinians what happened to our values and principles this is a collapse of morality
0,who is we and are you there to bear witness to this doll killing hamasloverwebbe
572,thank you japan israelterorrist stopgenocide freepalastine hamas gaza palestiniangenocide
0,good news those billions wont be going to hamas now that the students can default on that hamas fund
0,yes they should hamas is the state palestine is hamas and always has been and always will be until theyre eradicated if theyre such a peace loving bunch why does every muslim country in the middle east refuse to take them in its because theyre all terrorists
0,i see london i see france i see hamas underpants
423,you absolute disgusting liar this is in beit hanoun the north of gaza strip not in khan younis they kidnapped civilians from schools that are used as shelters collected civilians and stripped them off their clothes if theyre hamas wheres their guns wheres their weapons israel is desperately trying to manufacture a win when theyre losing in their ground invasion
45678,may every single one of them burn for this justwow i have no words
404,tonight as jews all over the world celebrate hanukkah we ask that you light the first candle for noa argamani who is currently being held hostage in gaza by hamas terrorists may noa and all of the hostages be reunited with their families this hanukkah bringthemhomenow
9884,attorney general merrick garland said today that the justice department is investigating and may seek charges against hamas members who killed 30 americans on october 7th and kidnapped more as soon as he finishes investigating american citizens who used the wrong pronouns
4301,how israel behaves how hamas behaves
18,lighting a candle for the jewish hostages held by hamas terrorists in darkness tonight releasethehostagesnow all of them regardless of faith or nationality happyhanukkah happychanukah
0,the hamas charter calls for the destruction of israel and jews how many times have palestinians rejected a state of their own they use people as human shields calling upon allah to murder innocent babies grandmothers rape of women alive or dead is not my god
1373,i hope people now realise that instead of thinking omg hamas is losing gaza is lost they got them you adapt the mentality and mindset of this is clearly propaganda what could be the actual truth behind it everytime you see an israeli propaganda claim
17060,no hamas combattant would want to be taken alive with those zionist pigs who might use the same us torture techniques better die fighting as a free man than live the life of a slave those captured are not even combattants they are regular family men civilians
9314,this hamas tunnel shaft was found inside a gaza school youre looking at a war crime
1883,michal a mother of 10 was near the gaza border on 107 when reports started coming in of hamas infiltration she sprung to action and treated an injured female soldier shot in the head while she was taking care of the injured soldier an idf soldier nearby was shot dead followed by a hamas member appearing at the door he looked me in the eye raised his gun and shot me he hit me in my arm stomach and chest michal took off her headscarf made a tourniquet out of it and instructed her husband on how to hold it in place till help arrived she is lucky to be alive and the bullet is still in her chest source
1639,the biden administration says it has ended working with the largest muslim political group council on americanislamic relations on crafting an antisemitism plan after its director was revealed to have celebrated the hamas terror attacks
23,hes going to win by huge margins next time the pro hamas people dont vote anyway
13,this is what it looks like when human beings with souls are faced with the real hamas evil barbaric inhuman watch it education israel palestine
250,never again israelterorrist stopgenocide freepalastine hamas gaza palestiniangenocide
0,that would be a self inflicted wound by hamas take some responsibility for your actions
5289,staff sergeant alemnew emanuel feleke was an elite commando soldier who was murdered by hamas yesterday fighting in gaza to release the hostages and bring justice may his memory be a blessing
0,how many more days go by before you admit what hamas did to women amd children
125,theyre posting pictures of themselves rounding up and stripping down civilians from a refugee camp and driving them out to a ditch while lying and calling them captured hamas soldiers despite people iding some of them as journalists and shop owners
