Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Big Star🌟,https://x.com/KurlvynB,KurlvynB,False,2023-10-07 23:59:50+00:00,False,"My roommate say ein woman dey come so make I excuse am, room wey we all go bank go pay😭",1710807174107046117,https://x.com/KurlvynB/status/1710807174107046117,0,0,9,204,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Amer Mirza,https://x.com/amerxmirza,amerxmirza,True,2023-10-07 19:18:37+00:00,False,"Call it by its 𝒑𝒓𝒐𝒑𝒆𝒓 𝒏𝒂𝒎𝒆:

“Israeli Military” ➡️ Occupational Forces

“Democracy” ➡️ Apartheid State

“Gaza Strip” ➡️ Open Air Prison

“Insurgents/Militants” ➡️ Resistance against Occupying Forces

“Disputed Territory” ➡️ Occupied land

“Israel-Gaza war”➡️ Occupation",1710736405641527690,https://x.com/amerxmirza/status/1710736405641527690,6,115,189,6853,9,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Christian Martin,https://x.com/ChristianM_28,ChristianM_28,True,2023-10-07 23:59:37+00:00,False,How about supporting the people of Israel/Palestine &amp; other war-torn regions and not oppressive authoritarian governments? The same with supporting the people of Ukraine and Russia.,1710807119891431550,https://x.com/ChristianM_28/status/1710807119891431550,0,2,3,404,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Sami Gold,https://x.com/souljagoytellem,souljagoytellem,False,2023-10-07 07:07:19+00:00,False,"israel is an apartheid state founded on an imperialist doctrine and is run now with the support of neofascists. you don’t need to tell me

this does not mean it is legally sanctioned to commit crimes against humanity against israelis",1710552367412691338,https://x.com/souljagoytellem/status/1710552367412691338,25,86,675,50739,19,,True,souljagoytellem,https://x.com/souljagoytellem,,souljagoytellem,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Ramani Singh Rajput.,https://x.com/ramanidevi,ramanidevi,False,2023-10-07 23:59:37+00:00,False,"Peace makers plz do 🙏🙏 stand with Israel.  

Rishi Sunak Sir. 🙏🙏👏",1710807120822599834,https://x.com/ramanidevi/status/1710807120822599834,0,0,0,145,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",alexis (motorfest arc) 🥂☽☾,https://x.com/Crisis_Director,Crisis_Director,False,2023-10-07 12:46:14+00:00,False,posts like this always forget that gaza is under complete naval blockade and the israeli military strictly rations water supplies and crops going to gaza from outside,1710637657645314229,https://x.com/Crisis_Director/status/1710637657645314229,8,66,395,14862,14,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Jon Trainer,https://x.com/carpediem365,carpediem365,True,2023-10-07 23:59:59+00:00,False,VDH captures the whys and wherefores of the last several hours in Israel.,1710807212313264496,https://x.com/carpediem365/status/1710807212313264496,0,0,0,169,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Dima Khatib,https://x.com/Dima_Khatib,Dima_Khatib,True,2023-10-07 09:21:57+00:00,False,"Dear Journalists,
Context is necessary when covering events unfolding in Palestine. Palestinians in Gaza have been subjected to a siege for 15 years. Palestinians in the West Bank are under military occupation and apartheid. Palestinians in Jerusalem are being ethnically cleansed",1710586248216109413,https://x.com/Dima_Khatib/status/1710586248216109413,81,2052,4872,351647,131,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",AG,https://x.com/AGHamilton29,AGHamilton29,True,2023-10-07 06:04:24+00:00,False,Israel unilaterally withdrew from Gaza in 2005. Forced a lot of Jews to leave their homes so they could completely clear out and leave Palestinians to govern themselves. Gaza residents then elected a terrorist group and the reward has been non-stop terrorist attacks since.,1710536533151748227,https://x.com/AGHamilton29/status/1710536533151748227,135,1502,7382,416604,287,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Shaiel Ben-Ephraim,https://x.com/academic_la,academic_la,True,2023-10-07 18:18:30+00:00,False,To anyone blaming Israel for the situation in Gaza. The facts are simple. Israel withdrew from Gaza in 2005. Hamas took over the strip. Israel had rockets raining on it for almost twenty years since. It has shown incredible patience. But Hamas wants that patience to snap. It has.,1710721277584142627,https://x.com/academic_la/status/1710721277584142627,80,358,1496,70344,33,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Nicholas Grossman,https://x.com/NGrossman81,NGrossman81,False,2023-10-07 23:59:57+00:00,False,"I really don’t see how “solidarity with the Palestinians” includes a positive opinion of Hamas actions that bring death and destruction down upon Palestinians.
Doesn’t look like wanting better lives for Palestinians. Just looks like celebrating violence against Israelis.",1710807203676926260,https://x.com/NGrossman81/status/1710807203676926260,14,63,337,21729,12,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Roddy 🇨🇦,https://x.com/RodKahx,RodKahx,False,2023-10-07 23:59:41+00:00,False,So very sorry Conservative Party of Canada. The details on the terror attacks in Israel requires national security clearance.,1710807137440391237,https://x.com/RodKahx/status/1710807137440391237,33,146,875,21325,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Mike Costa,https://x.com/MikeWWG1WGA,MikeWWG1WGA,False,2023-10-07 23:59:52+00:00,False,Biden administration recently sent Hamas 6  billion dollars. Today he condemns Hamases actions and plans support for Israel.  Who doesn’t get it by now the DS is kickstarting WWIII,1710807181707166159,https://x.com/MikeWWG1WGA/status/1710807181707166159,2,1,2,1100,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Trump won! 45/46/47,https://x.com/JanetElect,JanetElect,False,2023-10-07 23:59:36+00:00,False,Palestine should become a parking lot. Immediately!,1710807115248382054,https://x.com/JanetElect/status/1710807115248382054,1,0,1,87,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Jaco Kleynhans,https://x.com/JacoKleynhans,JacoKleynhans,True,2023-10-07 10:20:56+00:00,False,Hamas is a terrorist group and must be treated as such. The Gaza Strip is a breeding ground for terror. The cold-blooded attacks on innocent citizens in Israel in the last few hours by Hamas justify the occupation by Israel of this terror nest and the destruction of Gaza. If,1710601093833461950,https://x.com/JacoKleynhans/status/1710601093833461950,102,59,350,38931,1,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Lynnerdo 🌿 𝒞𝑜𝓂𝓂𝒾𝓈𝓈𝒾𝑜𝓃𝓈 𝑜𝓅𝑒𝓃,https://x.com/Lynnerdo,Lynnerdo,False,2023-10-07 23:59:55+00:00,False,"Don't fucking support Israel. 
Open your fucking eyes and mind for a second.",1710807194852040844,https://x.com/Lynnerdo/status/1710807194852040844,0,0,1,179,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",ÉRH/UASC @gwylanarchaidd@kolektiva.social,https://x.com/GwylAnarchaidd,GwylAnarchaidd,False,2023-10-07 23:59:59+00:00,False,"What you say about the Palestinian resistance today, you would have said about the ZOB a few decades ago. 
https://t.co/cscDzB7PDC",1710807211872485384,https://x.com/GwylAnarchaidd/status/1710807211872485384,0,1,2,41,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Imtiaz Mahmood,https://x.com/ImtiazMadmood,ImtiazMadmood,True,2023-10-07 12:20:12+00:00,False,"""We are at war. This is not an operation.""
~ Netanyahu

Palestinians in Gaza gathered to kick the body of a dead defaced Israeli (seemingly a soldier), praising Allah over the successful killing.

There's a video of a bunch of militants riding with the stripped body of a female",1710631108180680980,https://x.com/ImtiazMadmood/status/1710631108180680980,23,63,340,32464,6,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",libertarian West ozzy,https://x.com/centristozzy,centristozzy,False,2023-10-07 23:59:53+00:00,False,Its funny how our ideas suck until things don't go your way....,1710807188682522960,https://x.com/centristozzy/status/1710807188682522960,0,0,0,20,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",DevilsDigest.com,https://x.com/DevilsDigest,DevilsDigest,True,2023-10-07 23:59:48+00:00,False,"If you don't have elite blocking, then any east/west pass traveling 20 yards or more is doomed to fail",1710807167857750184,https://x.com/DevilsDigest/status/1710807167857750184,0,0,0,578,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Jens Nordvig,https://x.com/jnordvig,jnordvig,True,2023-10-07 23:59:58+00:00,False,Will the sad situation in Israel impact the politics around providing additional US aid to Ukraine?,1710807209687372015,https://x.com/jnordvig/status/1710807209687372015,7,0,14,8703,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Amer Zahr,https://x.com/AmerZahr,AmerZahr,True,2023-10-07 15:46:31+00:00,False,"75 years of ethnic cleansing.
15 years of blockade.
Confiscation of Palestinian lands.
Pogroms on Palestinian towns.
Desecration of Palestinian sacred sites.
Daily raids into Palestinian homes.
Constant humiliation of a entire people.

Nothing about today is “unprovoked.”",1710683029553684599,https://x.com/AmerZahr/status/1710683029553684599,227,3822,8235,455613,256,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",hattori hanzhoe,https://x.com/with_practice,with_practice,False,2023-10-07 23:59:49+00:00,False,This is becoming one of my comfort movies,1710807172114690185,https://x.com/with_practice/status/1710807172114690185,0,0,1,213,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Imtiaz Mahmood,https://x.com/ImtiazMadmood,ImtiazMadmood,True,2023-10-07 20:41:40+00:00,False,"Update: ""250 Israelis killed and 1452 injured.""

""Israel Army To 'Use All Force To Destroy Hamas'""

""Everyone in Gaza to ""leave now"". 

""Challenging days are ahead, it will take time but we will win""
~ Netanyahu

Bibi knows they have nowhere to run, this is his way to say there",1710757303715053723,https://x.com/ImtiazMadmood/status/1710757303715053723,63,235,873,64188,45,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Khawaja M. Asif,https://x.com/KhawajaMAsif,KhawajaMAsif,True,2023-10-07 20:21:56+00:00,False,"In 75 years since The Nakba, Israel has repeatedly confirmed its status as an outpost of Western imperialism. A genocidal apartheid state, dedicated to the extermination of Palestinian people.
Restoration of pre 1967 boundaries is an essential prerequisite to peace. Palestinians",1710752340179877923,https://x.com/KhawajaMAsif/status/1710752340179877923,71,390,1417,70760,4,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Talha Ahmad,https://x.com/talhaahmad967,talhaahmad967,True,2023-10-07 12:00:07+00:00,False,"Hamas operation is no surprise for those who were following the development in West Bank and Al-Aqsa. This year is the deadliest since 2005, with over 270 Palestinians killed in West Bank. The growing Israel settler violence was on the rise as well. Hamas response was expected.",1710626054426017805,https://x.com/talhaahmad967/status/1710626054426017805,4,58,241,7827,4,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",☀️ Jon Schwarz ☀️,https://x.com/schwarz,schwarz,False,2023-10-07 18:34:44+00:00,False,"Israel has been occupying Gaza and the West Bank for 57 years. If you don't like violence, maybe start there.",1710725360071917842,https://x.com/schwarz/status/1710725360071917842,5,52,312,16142,4,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",🏳️‍🌈🏳️‍⚧️💖QueerlyEm💖✊🚩,https://x.com/QueerlyEnn,QueerlyEnn,False,2023-10-07 23:59:44+00:00,False,"""If you leave, we'll shoot you like the animals you are.

If you stay, we'll reduce you to rubble.

If you fight back, we'll brand you terrorists, and condemn anyone across the globe who supports you.

And if you don't, we'll subject any survivors to apartheid""

Pure. Evil.",1710807149603913907,https://x.com/QueerlyEnn/status/1710807149603913907,1,0,2,92,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Can't Stand Hypocrisy,https://x.com/t_hypocracy,t_hypocracy,False,2023-10-07 23:59:33+00:00,False,"Reality check.

Recent events would have panicked Israel. 
Saudi-Iran peace.
Saudi, Iran, Egypt, UAE all joining BRICS.
US Nato humiliated in Ukraine
US power plummeting
Chinese (no friend of Israel) soaring.
In need of a Pearl Harbor moment.
Then this.. 
https://t.co/U02XCjLBI5",1710807105010336253,https://x.com/t_hypocracy/status/1710807105010336253,2,2,3,598,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Ahmed,https://x.com/Ahmed_Yabari,Ahmed_Yabari,False,2023-10-07 23:59:34+00:00,False,"Can you accept my invitation so that I can get 5 free gifts ? I‘m claiming 5 free gifts, valued at $208.05
https://t.co/SEoVahe2ME",1710807108558766091,https://x.com/Ahmed_Yabari/status/1710807108558766091,0,0,0,23,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Oplix 𝕏,https://x.com/0pl1x,0pl1x,False,2023-10-07 23:59:40+00:00,False,"Israel will require direct intervention from the US if Iran and Iraq both attack. They will not survive otherwise.

This invasion couldn't come at a worst time due to the complicated political situation in the US.",1710807134999376239,https://x.com/0pl1x/status/1710807134999376239,0,0,0,20,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Lindsay Ballant,https://x.com/lindsayballant,lindsayballant,False,2023-10-07 12:37:25+00:00,False,"Every single week we in the west wake up to headlines of the IDF killing children and other Palestinians, of them destroying land and occupying homes, of buildings being razed and new plans for Israeli settlements. It’s apartheid.

Do not let the media spin this as “unprovoked”.",1710635437931336151,https://x.com/lindsayballant/status/1710635437931336151,3,55,224,9515,4,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-08 since:2023-10-07&src=typed_query",Shadab Chauhan شاداب چوہان,https://x.com/shadab_chouhan1,shadab_chouhan1,True,2023-10-07 06:31:14+00:00,False,"May allah help #Palestine.
After declaration state of war from Israel side Palestinian fighters have fired rockets from the Gaza Strip towards Israel. Following these design documents, warning sirens for large areas of Israel are shown below. There are reports of casualties in",1710543284354138448,https://x.com/shadab_chouhan1/status/1710543284354138448,35,130,625,15560,0,,False,,,,,en
